event_id,snapshot_date,min_price,max_price,currency
k7vGFbnwcheoO,2025-11-03 00:00:00,,,
rZ7HnEZ1AK068f,2025-11-03 00:00:00,27.51,27.51,USD
rZ7HnEZ1AK0tjV,2025-11-03 00:00:00,47.25,47.25,USD
rZ7HnEZ1AKO0uV,2025-11-03 00:00:00,39.95,39.95,USD
rZ7HnEZ1AKOaq0,2025-11-03 00:00:00,47.34,47.34,USD
rZ7HnEZ1AKP4Z7,2025-11-03 00:00:00,23.62,23.62,USD
rZ7HnEZ1Af44jS,2025-11-03 00:00:00,50.68,50.68,CAD
rZ7HnEZ1Af4NFK,2025-11-03 00:00:00,28.69,45.17,USD
rZ7HnEZ1Af4aFK,2025-11-03 00:00:00,36.34,36.34,CAD
rZ7HnEZ1Af_avd,2025-11-03 00:00:00,17.3,17.3,USD
rZ7HnEZ1AfbOfK,2025-11-03 00:00:00,26.49,26.49,USD
rZ7HnEZ1Afe3GK,2025-11-03 00:00:00,2.0,2.0,USD
rZ7HnEZ1AffE4N,2025-11-03 00:00:00,41.85,41.85,CAD
rZ7HnEZ1AffYFS,2025-11-03 00:00:00,45.76,56.06,USD
rZ7HnEZ1AffvjK,2025-11-03 00:00:00,27.51,27.51,USD
rZ7HnEZ1AffyaN,2025-11-03 00:00:00,20.0,20.0,USD
rZ7HnEZ1AfpAPd,2025-11-03 00:00:00,22.12,22.12,USD
vv17OZbYGkS8TNoe,2025-11-03 00:00:00,,,
vv1AAZkGkGkdLsNwV,2025-11-03 00:00:00,,,
vv1AFZkG7Gkdut7Na,2025-11-03 00:00:00,,,
vv1F7ZbS7pvbZdGa2,2025-11-03 00:00:00,,,
vvG17ZbcDrT9fi,2025-11-03 00:00:00,,,
vvG1zZbi3QS-Yv,2025-11-03 00:00:00,,,
177ZvxG6u54vVxU,2025-11-03 00:00:00,,,
17A8vxG62fZQ4uC,2025-11-03 00:00:00,,,
17AOvxG652BpMYX,2025-11-03 00:00:00,,,
1A4ZkuFGkdlQt9Q,2025-11-03 00:00:00,,,
1Ad7ZbNGkXSWNH_,2025-11-03 00:00:00,,,
G5vzZbRDEfgg1,2025-11-03 00:00:00,,,
Z7r9jZ1A7QoGo,2025-11-03 00:00:00,,,
Z7r9jZ1A7_7Z8,2025-11-03 00:00:00,,,
Z7r9jZ1A7_e0J,2025-11-03 00:00:00,,,
Z7r9jZ1A7_yvU,2025-11-03 00:00:00,,,
k7vGFbtBxfJLG,2025-11-03 00:00:00,,,
rZ7HnEZ1Af4ZqN,2025-11-03 00:00:00,30.15,41.79,USD
rZ7HnEZ1Af_6vS,2025-11-03 00:00:00,12.58,12.58,USD
vv17bZbYGkMPR0vP,2025-11-03 00:00:00,,,
vv1kfZbSGPG7X9pw,2025-11-03 00:00:00,,,
vvG1bZbnGsSzYP,2025-11-03 00:00:00,,,
vvG1VZbYmSfePv,2025-11-03 00:00:00,,,
17FZvxG65rcV-0h,2025-11-03 00:00:00,,,
15vjZbx8KPa39,2025-11-03 00:00:00,,,
1718vxG62Mcv8xp,2025-11-03 00:00:00,,,
177ZvxG6CNemdW1,2025-11-03 00:00:00,,,
17FOvxG62wm1-ZW,2025-11-03 00:00:00,,,
17GZvxG65evPsbs,2025-11-03 00:00:00,,,
1A8ZkuFGkeiXDdu,2025-11-03 00:00:00,,,
1Ad7ZbbGkSOjfA5,2025-11-03 00:00:00,,,
1AeZZbYGkUoGoPn,2025-11-03 00:00:00,,,
G5dIZbR1DJ73U,2025-11-03 00:00:00,,,
G5dIZbgiULGA-,2025-11-03 00:00:00,,,
G5dIZbslKgfWJ,2025-11-03 00:00:00,,,
G5dIZbw0RQJ-_,2025-11-03 00:00:00,,,
G5vVZbcDO6ex2,2025-11-03 00:00:00,,,
Z7r9jZ1A740GV,2025-11-03 00:00:00,,,
Z7r9jZ1A7Q9v_,2025-11-03 00:00:00,,,
Z7r9jZ1A7_0q7,2025-11-03 00:00:00,,,
Z7r9jZ1A7_Vjw,2025-11-03 00:00:00,,,
Z7r9jZ1A7_Yjk,2025-11-03 00:00:00,,,
Z7r9jZ1A7_yQ9,2025-11-03 00:00:00,,,
Z7r9jZ1A7bEuP,2025-11-03 00:00:00,,,
Z7r9jZ1A7bUAK,2025-11-03 00:00:00,,,
Z7r9jZ1A7bZoz,2025-11-03 00:00:00,,,
Z7r9jZ1A7beq3,2025-11-03 00:00:00,,,
Z7r9jZ1A7bfvp,2025-11-03 00:00:00,,,
Z7r9jZ1A7j6Je,2025-11-03 00:00:00,,,
Z7r9jZ1A7j6Pp,2025-11-03 00:00:00,,,
Z7r9jZ1A7j_Qd,2025-11-03 00:00:00,,,
Z7r9jZ1A7oJFN,2025-11-03 00:00:00,,,
Z7r9jZ1A7q6o8,2025-11-03 00:00:00,,,
k7vGFbRNAU_Yo,2025-11-03 00:00:00,,,
rZ7HnEZ1Af8dAN,2025-11-03 00:00:00,25.0,25.0,USD
rZ7HnEZ1AfFO7N,2025-11-03 00:00:00,16.56,16.56,USD
rZ7HnEZ1Af_7AK,2025-11-03 00:00:00,13.61,13.61,USD
rZ7HnEZ1AfbEbN,2025-11-03 00:00:00,14.35,14.35,USD
rZ7HnEZ1AfbIGd,2025-11-03 00:00:00,0.0,0.0,USD
rZ7HnEZ1Afbpxd,2025-11-03 00:00:00,0.0,0.0,USD
rZ7HnEZ1Aff7bN,2025-11-03 00:00:00,12.54,12.54,USD
vv16eZkGkPZZA8eCda,2025-11-03 00:00:00,,,
vv16vZk1F0yZA8eCe5,2025-11-03 00:00:00,,,
vvG17Zbi58QwpL,2025-11-03 00:00:00,,,
vvG18ZbiKy5wMs,2025-11-03 00:00:00,,,
vvG1OZbRSh7Vwr,2025-11-03 00:00:00,,,
vvG1OZblpy9SQh,2025-11-03 00:00:00,,,
vvG1OZbmN66wXq,2025-11-03 00:00:00,,,
vvG1VZbYDgldgY,2025-11-03 00:00:00,,,
vvG1YZbRJCsvc5,2025-11-03 00:00:00,,,
vvG1YZbmlHe7ha,2025-11-03 00:00:00,,,
vvG1zZbcd2-Jak,2025-11-03 00:00:00,,,
vvG1zZbi0SiU1H,2025-11-03 00:00:00,,,
vvG1zZblh8e7X8,2025-11-03 00:00:00,,,
17F8vxG62dFNseq,2025-11-03 00:00:00,,,
17FZvxG65DIW3jI,2025-11-03 00:00:00,,,
1A9ZkaUGkdrFUMf,2025-11-03 00:00:00,,,
G5ezZbcJnKo7k,2025-11-03 00:00:00,,,
G5viZbVnr9M7k,2025-11-03 00:00:00,,,
Z7r9jZ1A74dr_,2025-11-03 00:00:00,,,
Z7r9jZ1A7Qv-6,2025-11-03 00:00:00,,,
Z7r9jZ1A7_78x,2025-11-03 00:00:00,,,
Z7r9jZ1A7bKAA,2025-11-03 00:00:00,,,
Z7r9jZ1A7j-uN,2025-11-03 00:00:00,,,
Z7r9jZ1A7jw7t,2025-11-03 00:00:00,,,
rZ7HnEZ1AKPA8f,2025-11-03 00:00:00,29.66,56.16,USD
rZ7HnEZ1Af4dpd,2025-11-03 00:00:00,42.45,132.65,USD
rZ7HnEZ1Aff6JK,2025-11-03 00:00:00,47.17,47.17,USD
LvZ18Q88OXruvVOZN8IoW,2025-11-03 00:00:00,,,
LvZ18Q1MI5WAqWZZRVja5,2025-11-03 00:00:00,,,
LvZ18Q8FBC3ihvZZ0RIIY,2025-11-03 00:00:00,,,
LvZ18QCKGu7AWGOZ0d-B0,2025-11-03 00:00:00,,,
LvZ18QG-bMjwdtOZnbu65,2025-11-03 00:00:00,,,
LvZ18Q1proyDg58ZItjnr,2025-11-03 00:00:00,,,
LvZ18QGOvjMqXkYZnlrOe,2025-11-03 00:00:00,,,
LvZ18Qutt15KJ_ZZ0k2FK,2025-11-03 00:00:00,,,
1AtZkuoGkdUd-31,2025-11-03 00:00:00,,,
G5ezZbgex2bI3,2025-11-03 00:00:00,,,
Z7r9jZ1A7_Pbt,2025-11-03 00:00:00,,,
k7vGFbVBTKpxg,2025-11-03 00:00:00,,,
rZ7HnEZ1AK-EZV,2025-11-03 00:00:00,100.31,271.6,USD
rZ7HnEZ1AK07_7,2025-11-03 00:00:00,45.17,65.77,USD
rZ7HnEZ1AKOIx7,2025-11-03 00:00:00,393.77,393.77,USD
rZ7HnEZ1AKPkF0,2025-11-03 00:00:00,45.2,45.2,CAD
rZ7HnEZ1AfbKrd,2025-11-03 00:00:00,56.06,107.56,USD
rZ7HnEZ1Afe37N,2025-11-03 00:00:00,2.0,2.0,USD
vv177ZbVGkBtqtTA,2025-11-03 00:00:00,,,
vv177ZbVGklZXT6H,2025-11-03 00:00:00,,,
vvG17ZbiL4D63j,2025-11-03 00:00:00,,,
1AvfZbsGkmBH06J,2025-11-03 00:00:00,,,
G5diZbwEkPs13,2025-11-03 00:00:00,,,
G5vVZbS2gywD-,2025-11-03 00:00:00,,,
Z7r9jZ1A7qK7k,2025-11-03 00:00:00,,,
rZ7HnEZ1AfbKOS,2025-11-03 00:00:00,56.06,107.56,USD
16vjZbx8KG7gyKS,2025-11-03 00:00:00,,,
1AeFZbVGkilq0j4,2025-11-03 00:00:00,,,
G5eVZbSEid_hW,2025-11-03 00:00:00,,,
G5ezZbIJwRfqT,2025-11-03 00:00:00,,,
G5vVZbwKvR4ep,2025-11-03 00:00:00,,,
G5viZbVBRKzHB,2025-11-03 00:00:00,,,
Z7r9jZ1A7QFAz,2025-11-03 00:00:00,,,
Z7r9jZ1A7Q_uZ,2025-11-03 00:00:00,,,
Z7r9jZ1A7_ICA,2025-11-03 00:00:00,,,
Z7r9jZ1A7_sZz,2025-11-03 00:00:00,,,
Z7r9jZ1A7bZ38,2025-11-03 00:00:00,,,
Z7r9jZ1A7bere,2025-11-03 00:00:00,,,
Z7r9jZ1A7j6P7,2025-11-03 00:00:00,,,
Z7r9jZ1A7jbAo,2025-11-03 00:00:00,,,
Z7r9jZ1A7q8As,2025-11-03 00:00:00,,,
ZFwVzcymWZ17k6_k,2025-11-03 00:00:00,,,
ZFwVzcymWZ17kAoz,2025-11-03 00:00:00,,,
k7v1kvN3Z1_Z756eC,2025-11-03 00:00:00,,,
rZ7HnEZ1AfFOZN,2025-11-03 00:00:00,16.56,16.56,USD
rZ7HnEZ1Af_-_K,2025-11-03 00:00:00,22.35,22.35,USD
rZ7HnEZ1AfbyjS,2025-11-03 00:00:00,,,
rZ7HnEZ1AfppOd,2025-11-03 00:00:00,57.81,57.81,USD
vv177ZbVGkMbgiqa,2025-11-03 00:00:00,,,
vv17fZbVGkVcSyTD,2025-11-03 00:00:00,,,
vv1AkZkG4GkdFREob,2025-11-03 00:00:00,,,
vv1AvZku6GkdPRmyk,2025-11-03 00:00:00,,,
vvG1zZbSdZXftf,2025-11-03 00:00:00,,,
vvG1zZbmXohsUI,2025-11-03 00:00:00,,,
vvG1zZbs52_0ww,2025-11-03 00:00:00,,,
G5eVZbRd2SaI-,2025-11-03 00:00:00,,,
G5ezZbcJnBs6D,2025-11-03 00:00:00,,,
G5viZbgUASVf-,2025-11-03 00:00:00,,,
Z7r9jZ1A7_V8P,2025-11-03 00:00:00,,,
Z7r9jZ1A7_yO6,2025-11-03 00:00:00,,,
Z7r9jZ1A7qaq6,2025-11-03 00:00:00,,,
rZ7HnEZ1Af4pOd,2025-11-03 00:00:00,111.62,111.62,USD
rZ7HnEZ1Af_-AK,2025-11-03 00:00:00,98.45,98.45,USD
vv177ZbwGkHu-p48,2025-11-03 00:00:00,,,
vv17bZbSGkI7uy0G,2025-11-03 00:00:00,,,
1A4ZkGMGkdGypDs,2025-11-03 00:00:00,,,
1A4ZkukGkeRQfDU,2025-11-03 00:00:00,,,
1Ad7ZbEGkXnVN9K,2025-11-03 00:00:00,,,
1AoZkG0GkewrKth,2025-11-03 00:00:00,,,
1ApZkG_GkdAXvQh,2025-11-03 00:00:00,,,
1ApZkudGkdKg90Y,2025-11-03 00:00:00,,,
G5dIZbRXgk7dI,2025-11-03 00:00:00,,,
G5diZbwRYo-D1,2025-11-03 00:00:00,,,
G5eVZbs1Y_eLp,2025-11-03 00:00:00,,,
G5ezZbIJwDVrE,2025-11-03 00:00:00,,,
G5viZbg6UZuuv,2025-11-03 00:00:00,,,
Z7r9jZ1A7_w_K,2025-11-03 00:00:00,,,
Z7r9jZ1A7_w_o,2025-11-03 00:00:00,,,
Z7r9jZ1A7f4_3,2025-11-03 00:00:00,,,
Z7r9jZ1A7j9qo,2025-11-03 00:00:00,,,
Z7r9jZ1A7jf8y,2025-11-03 00:00:00,,,
Z7r9jZ1A7jyuz,2025-11-03 00:00:00,,,
Z7r9jZ1A7qK76,2025-11-03 00:00:00,,,
Z7r9jZ1A7qf_I,2025-11-03 00:00:00,,,
ZFwVzcymWZ17kdb-,2025-11-03 00:00:00,,,
rZ7HnEZ1AK0b70,2025-11-03 00:00:00,88.28,212.04,USD
rZ7HnEZ1Af4FPd,2025-11-03 00:00:00,40.71,143.71,USD
rZ7HnEZ1Af4VvK,2025-11-03 00:00:00,52.21,1808.88,USD
rZ7HnEZ1AfC7bN,2025-11-03 00:00:00,,,
rZ7HnEZ1Afb7-N,2025-11-03 00:00:00,24.04,24.04,CAD
rZ7HnEZ1AfbA4d,2025-11-03 00:00:00,0.0,0.0,USD
rZ7HnEZ1AfbK4d,2025-11-03 00:00:00,8.72,8.72,USD
rZ7HnEZ1AfpaCd,2025-11-03 00:00:00,30.36,30.36,USD
vv177ZbVGkMbEjjx,2025-11-03 00:00:00,,,
vv177ZbsGkmu5snr,2025-11-03 00:00:00,,,
vv177ZbwGkXYlo0s,2025-11-03 00:00:00,,,
vvG1YZbs5z97iG,2025-11-03 00:00:00,,,
1178vN4aAzbkv5,2025-11-03 00:00:00,,,
1A4ZkGtGkdBfdJG,2025-11-03 00:00:00,,,
1AtZkuvGkdJBYmK,2025-11-03 00:00:00,,,
Z7r9jZ1A7_OGI,2025-11-03 00:00:00,,,
Z7r9jZ1A7jV49,2025-11-03 00:00:00,,,
rZ7HnEZ1AK0pZV,2025-11-03 00:00:00,79.8,79.8,USD
vvG1YZbmlNbSX7,2025-11-03 00:00:00,,,
vvG1YZbmwU70t9,2025-11-03 00:00:00,,,
16tZkupG3ZA8v2e7,2025-11-03 00:00:00,,,
17FZvxG626nDeNH,2025-11-03 00:00:00,,,
1A4ZkGIGkdOYwRz,2025-11-03 00:00:00,,,
1AKZkGIGkeD1fec,2025-11-03 00:00:00,,,
1AKZkGIGkeD1fet,2025-11-03 00:00:00,,,
1A_Zk1aGkdde3-R,2025-11-03 00:00:00,,,
1A_ZkGwGkd5jdAC,2025-11-03 00:00:00,,,
1Ad7ZbSGkUcFU5n,2025-11-03 00:00:00,,,
1Ad7ZbwGklSDfvt,2025-11-03 00:00:00,,,
1AsZk16Gke-C-WB,2025-11-03 00:00:00,,,
1AsZkuoGke0f6Bs,2025-11-03 00:00:00,,,
1Av7ZbwGkXf0-5-,2025-11-03 00:00:00,,,
1AyZkkaGkd6Q-C5,2025-11-03 00:00:00,,,
1kA8vN4_GA1WJoU,2025-11-03 00:00:00,,,
1kFZvNoEGAGS8Hb,2025-11-03 00:00:00,,,
1kG8vx-AGAGgs60,2025-11-03 00:00:00,,,
G5dIZbS6Zk0zy,2025-11-03 00:00:00,,,
G5dVZbl2Ha0C0,2025-11-03 00:00:00,,,
G5ezZbIJS9f-n,2025-11-03 00:00:00,,,
G5vVZbg6nISf_,2025-11-03 00:00:00,,,
G5viZbRETFaN3,2025-11-03 00:00:00,,,
G5viZbVBYpyZH,2025-11-03 00:00:00,,,
G5viZbg7XgAR_,2025-11-03 00:00:00,,,
G5vzZbESsaVHW,2025-11-03 00:00:00,,,
Z7r9jZ1A74Srd,2025-11-03 00:00:00,,,
Z7r9jZ1A7QA-6,2025-11-03 00:00:00,,,
Z7r9jZ1A7QA-e,2025-11-03 00:00:00,,,
Z7r9jZ1A7_Ua4,2025-11-03 00:00:00,,,
Z7r9jZ1A7fU4z,2025-11-03 00:00:00,,,
Z7r9jZ1A7j9qx,2025-11-03 00:00:00,,,
Z7r9jZ1A7jJ_s,2025-11-03 00:00:00,,,
Z7r9jZ1A7jSr9,2025-11-03 00:00:00,,,
Z7r9jZ1A7jf7U,2025-11-03 00:00:00,,,
Z7r9jZ1A7jx0y,2025-11-03 00:00:00,,,
Z7r9jZ1A7q_bS,2025-11-03 00:00:00,,,
Z7r9jZ1A7qako,2025-11-03 00:00:00,,,
Z7r9jZ1A7qf_w,2025-11-03 00:00:00,,,
ZFwVzcymWZ17k6Gx,2025-11-03 00:00:00,,,
k7vGFbSD_CeKx,2025-11-03 00:00:00,,,
k7vGFbSDjWeh0,2025-11-03 00:00:00,,,
k7vGFbsURc7sk,2025-11-03 00:00:00,,,
rZ7HnEZ1AK-Evf,2025-11-03 00:00:00,111.64,307.65,USD
rZ7HnEZ1AK07_0,2025-11-03 00:00:00,45.17,65.77,USD
rZ7HnEZ1AKPkxf,2025-11-03 00:00:00,99.19,264.91,USD
rZ7HnEZ1Af40AN,2025-11-03 00:00:00,0.0,0.0,USD
rZ7HnEZ1Af440S,2025-11-03 00:00:00,0.0,0.0,USD
rZ7HnEZ1Af4b-d,2025-11-03 00:00:00,46.39,66.63,USD
rZ7HnEZ1Af4k_K,2025-11-03 00:00:00,25.3,25.3,USD
rZ7HnEZ1Af_kjN,2025-11-03 00:00:00,0.0,0.0,USD
rZ7HnEZ1Afb0od,2025-11-03 00:00:00,23.11,628.79,USD
rZ7HnEZ1AfbY4N,2025-11-03 00:00:00,101.17,101.17,USD
rZ7HnEZ1Afba0N,2025-11-03 00:00:00,12.06,12.06,USD
rZ7HnEZ1AfpkfS,2025-11-03 00:00:00,46.95,110.07,USD
vv16eZku_ZpZAGGv7a,2025-11-03 00:00:00,,,
vv170ZbsGktydYzr,2025-11-03 00:00:00,,,
vv178ZbVGkTPJA1H,2025-11-03 00:00:00,,,
vv178ZbwGkMg97FB,2025-11-03 00:00:00,,,
vv1A7ZkudGkdtqfXt,2025-11-03 00:00:00,,,
vv1ke8vNpaGAGMV1V,2025-11-03 00:00:00,,,
vv1kvOvN8VGAGCl24,2025-11-03 00:00:00,,,
vvG1YZbV6rLP5p,2025-11-03 00:00:00,,,
vvG1iZbsQXj3NT,2025-11-03 00:00:00,,,
16e0ZbgjPG7R-ZE,2025-11-03 00:00:00,,,
1A4ZkGMGkdArJyI,2025-11-03 00:00:00,,,
Z7r9jZ1A7_0b7,2025-11-03 00:00:00,,,
rZ7HnEZ1Af4pOK,2025-11-03 00:00:00,146.54,146.54,USD
rZ7HnEZ1Af4tPd,2025-11-03 00:00:00,53.74,344.2,USD
rZ7HnEZ1AfbI8N,2025-11-03 00:00:00,110.67,153.77,CAD
rZ7HnEZ1AfbZuS,2025-11-03 00:00:00,30.83,49.1,USD
rZ7HnEZ1Afbwbd,2025-11-03 00:00:00,83.56,83.56,CAD
11k8vN4yOP4_v5,2025-11-03 00:00:00,,,
17AYvxG62p49smw,2025-11-03 00:00:00,,,
1AoZkGsGkdkDJws,2025-11-03 00:00:00,,,
1Av7ZbsGkMR9k5G,2025-11-03 00:00:00,,,
1AyZkGYGkeI2U6i,2025-11-03 00:00:00,,,
1kC8vNabGA1-VxS,2025-11-03 00:00:00,,,
G5ezZbsKJlk7V,2025-11-03 00:00:00,,,
G5viZbSlFS6Pg,2025-11-03 00:00:00,,,
Z7r9jZ1A7QFAy,2025-11-03 00:00:00,,,
Z7r9jZ1A7_wvy,2025-11-03 00:00:00,,,
Z7r9jZ1A7b3a9,2025-11-03 00:00:00,,,
Z7r9jZ1A7paPI,2025-11-03 00:00:00,,,
Z7r9jZ1A7q74a,2025-11-03 00:00:00,,,
Z7r9jZ1A7q7PI,2025-11-03 00:00:00,,,
Z7r9jZ1A7qO4V,2025-11-03 00:00:00,,,
Z7r9jZ1A7qPbE,2025-11-03 00:00:00,,,
Z7r9jZ1A7qeJe,2025-11-03 00:00:00,,,
rZ7HnEZ1AK-g47,2025-11-03 00:00:00,85.25,85.25,USD
rZ7HnEZ1AK-oC7,2025-11-03 00:00:00,260.05,260.05,USD
rZ7HnEZ1Af4kfK,2025-11-03 00:00:00,30.36,81.14,USD
rZ7HnEZ1Af_-7d,2025-11-03 00:00:00,104.05,104.05,USD
rZ7HnEZ1Afb8PN,2025-11-03 00:00:00,90.55,317.15,USD
rZ7HnEZ1AfbK-N,2025-11-03 00:00:00,81.81,159.06,USD
rZ7HnEZ1AfbKOd,2025-11-03 00:00:00,56.06,159.06,USD
rZ7HnEZ1Afbs-S,2025-11-03 00:00:00,39.6,51.44,USD
rZ7HnEZ1AfbxxK,2025-11-03 00:00:00,62.15,109.0,USD
vv1kfZbVAxG7YOWH,2025-11-03 00:00:00,,,
vvG1IZbg71VFrs,2025-11-03 00:00:00,,,
G5viZbS0d4abB,2025-11-03 00:00:00,,,
vv1AaZkGUGkdKrdVR,2025-11-03 00:00:00,,,
vv1AkZkGSGkdAhFFK,2025-11-03 00:00:00,,,
1A9ZkGtGke-ywZp,2025-11-03 00:00:00,,,
G5vYZbS6Z4fRL,2025-11-03 00:00:00,,,
G5vYZbSQir3iG,2025-11-03 00:00:00,,,
G5vYZbs2pcNwL,2025-11-03 00:00:00,,,
Z7r9jZ1A7Q_Gy,2025-11-03 00:00:00,,,
Z7r9jZ1A7b8jU,2025-11-03 00:00:00,,,
Z7r9jZ1A7jAFv,2025-11-03 00:00:00,,,
Z7r9jZ1A7jAGg,2025-11-03 00:00:00,,,
Z7r9jZ1A7jd4F,2025-11-03 00:00:00,,,
Z7r9jZ1A7jeCe,2025-11-03 00:00:00,,,
Z7r9jZ1A7qJo-,2025-11-03 00:00:00,,,
rZ7HnEZ1Af4-AN,2025-11-03 00:00:00,28.75,28.75,USD
rZ7HnEZ1Af_dbS,2025-11-03 00:00:00,34.95,34.95,USD
rZ7HnEZ1Af_e7N,2025-11-03 00:00:00,36.54,108.64,USD
rZ7HnEZ1Af_vud,2025-11-03 00:00:00,98.2,98.2,USD
rZ7HnEZ1Afbw-d,2025-11-03 00:00:00,145.04,145.04,USD
rZ7HnEZ1Afp94d,2025-11-03 00:00:00,49.95,49.95,USD
vv1AaZkGSGkdLyP09,2025-11-03 00:00:00,,,
vv1AaZkuoGkd55JBn,2025-11-03 00:00:00,,,
vvG1HZbSkZR-er,2025-11-03 00:00:00,,,
vvG1HZbwEO3xjX,2025-11-03 00:00:00,,,
169ZkupqyZA26Ave,2025-11-03 00:00:00,,,
Z7r9jZ1A7QvGx,2025-11-03 00:00:00,,,
Z7r9jZ1A7jsrk,2025-11-03 00:00:00,,,
Z7r9jZ1A7qbkK,2025-11-03 00:00:00,,,
rZ7HnEZ1AK0PGV,2025-11-03 00:00:00,91.95,161.0,USD
vvG1IZbYBBDvNQ,2025-11-03 00:00:00,,,
17C8vxG65bFBFpO,2025-11-03 00:00:00,,,
17C8vxG6GQCC8tR,2025-11-03 00:00:00,,,
1AvjZbYGksyWZBM,2025-11-03 00:00:00,,,
1AvjZbgGkSJCIMh,2025-11-03 00:00:00,,,
Z7r9jZ1A74xaf,2025-11-03 00:00:00,,,
Z7r9jZ1A7_N38,2025-11-03 00:00:00,,,
Z7r9jZ1A7q-a6,2025-11-03 00:00:00,,,
rZ7HnEZ1Af_3PK,2025-11-03 00:00:00,82.95,142.95,USD
rZ7HnEZ1Afb4ON,2025-11-03 00:00:00,82.95,82.95,USD
rZ7HnEZ1AfbOpd,2025-11-03 00:00:00,39.95,39.95,USD
rZ7HnEZ1Afb_jd,2025-11-03 00:00:00,49.95,49.95,USD
vvG1HZbSeB6x4V,2025-11-03 00:00:00,,,
1A9ZkG0GkdujFet,2025-11-03 00:00:00,,,
Z7r9jZ1A7j7ZN,2025-11-03 00:00:00,,,
Z7r9jZ1A7jFAE,2025-11-03 00:00:00,,,
Z7r9jZ1A7qpGF,2025-11-03 00:00:00,,,
rZ7HnEZ1Af40Ad,2025-11-03 00:00:00,0.0,0.0,USD
rZ7HnEZ1AfbY4S,2025-11-03 00:00:00,138.25,138.25,USD
Z7r9jZ1A7jJjI,2025-11-03 00:00:00,,,
Z7r9jZ1A7qeJZ,2025-11-03 00:00:00,,,
rZ7HnEZ1Afbx0d,2025-11-03 00:00:00,72.45,72.45,USD
Z8ymWIMJlyZziZd1e7,2025-11-03 00:00:00,,,
rZ7HnEZ1AfpdqN,2025-11-03 00:00:00,70.19,103.65,USD
rZ7HnEZ1AK0S80,2025-11-03 00:00:00,38.1,43.66,USD
rZ7HnEZ1AfbIPd,2025-11-03 00:00:00,70.19,103.65,USD
1kGOvNA_GA1uv-K,2025-11-03 00:00:00,,,
1kGOvNA_GA1uvOW,2025-11-03 00:00:00,,,
17kZvxG6C1kp0lT,2025-11-03 00:00:00,,,
1AvOZbJGkMoSP6a,2025-11-03 00:00:00,,,
LvZ18Q8qQvBxuMYZ0cEJp,2025-11-03 00:00:00,,,
Z59rmIYnyZdAk,2025-11-03 00:00:00,,,
Z7r9jZ1A7_OGt,2025-11-03 00:00:00,,,
1AbZkGpGkd_p5qQ,2025-11-03 00:00:00,,,
G5ezZbRBfa3qh,2025-11-03 00:00:00,,,
rZ7HnEZ1Afb-rd,2025-11-03 00:00:00,35.46,45.76,USD
Z7r9jZ1A7Q_Gz,2025-11-03 00:00:00,,,
rZ7HnEZ1AK-J-7,2025-11-03 00:00:00,88.98,271.6,USD
rZ7HnEZ1Afb-_d,2025-11-03 00:00:00,45.76,56.06,USD
rZ7HnEZ1Af_f-S,2025-11-03 00:00:00,20.54,20.54,USD
Z7r9jZ1A7berd,2025-11-03 00:00:00,,,
vvG1VZbVrm2-D6,2025-11-03 00:00:00,,,
G5ezZbRBfFeq4,2025-11-03 00:00:00,,,
Z7r9jZ1A7q-A6,2025-11-03 00:00:00,,,
rZ7HnEZ1Afb-rK,2025-11-03 00:00:00,35.46,45.76,USD
G5ezZbR5gyoCq,2025-11-03 00:00:00,,,
rZ7HnEZ1AK-JOV,2025-11-03 00:00:00,88.98,271.6,USD
rZ7HnEZ1Afb-_K,2025-11-03 00:00:00,45.76,56.06,USD
1Ad0ZbVGkBtGy46,2025-11-03 00:00:00,,,
Z7r9jZ1A7qv43,2025-11-03 00:00:00,,,
Z7r9jZ1A7Q_uv,2025-11-03 00:00:00,,,
Z7r9jZ1A7qe77,2025-11-03 00:00:00,,,
rZ7HnEZ1Af4Y-K,2025-11-03 00:00:00,32.55,32.55,USD
16vjZbgpAG7ISGa,2025-11-03 00:00:00,,,
17C8vxG6CmgeZT5,2025-11-03 00:00:00,,,
1AvjZbwGklN14bK,2025-11-03 00:00:00,,,
G5ezZbRBfFxq9,2025-11-03 00:00:00,,,
Z7r9jZ1A7qbkf,2025-11-03 00:00:00,,,
ZFwVzcymWZ17k6k8,2025-11-03 00:00:00,,,
ZFwVzcymWZ17kA0P,2025-11-03 00:00:00,,,
LvZ18Q19jGy6Rn8ZIa1Nt,2025-11-03 00:00:00,,,
ZFwVzcymWZ17kA88,2025-11-03 00:00:00,,,
ZFwVzcymWZ17kkbV,2025-11-03 00:00:00,,,
1AefZbwGknC1vvS,2025-11-03 00:00:00,,,
ZFwVzcymWZ17k67f,2025-11-03 00:00:00,,,
ZFwVzcymWZ17k6kK,2025-11-03 00:00:00,,,
ZFwVzcymWZ17kAJa,2025-11-03 00:00:00,,,
Z8ymWIMJlyZziZda1d,2025-11-03 00:00:00,,,
LvZ18Q2dU7oett8Z0SZ82,2025-11-03 00:00:00,,,
LvZ18Q8FCcIKVU8Z0pvU3,2025-11-03 00:00:00,,,
ZaHyzZyMZkqG7YdZv,2025-11-03 00:00:00,,,
17GOvxG6GpyVekL,2025-11-03 00:00:00,,,
1AdFZbJGklIySqd,2025-11-03 00:00:00,,,
1AdFZbJGkln6Nrd,2025-11-03 00:00:00,,,
